Player,Age,Team,Position,GP,GS,MP,FG,AFD,2_Point_Attempt%,Restricted_Area_Attempt%,Short_Midrange_Attempt%,Mid_Post_Attempt%,Long_Midrange_Attempt%,3_Point_Attempt%,Restricted_Area%,Short_Midrange%,Mid_Post%,Long_Midrange%,2P_Assisted%,3P_Assisted%,Dunks%,Dunks,Corner_3PA%,Corner_3P%,Heaves_Attempted,Heaves_Made,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Point_Per_Shot,PPG,TS%,FGA_Per_Game,3PA_Per_Game,FG_Per_Game,3P_Per_Game,FTA_Per_Game,FT_Per_Game,2P_Unassisted%,3P_Unassisted%,Unassisted_2PM,Unassisted_3PM
Malik Williams,25,TOR,C,7,2,107,9,7.4,0.853,0.471,0.235,0.118,0.029,0.147,0.375,0.25,0.0,0.0,0.5,1.0,0.118,2,0.2,0.0,0,0,34,0.265,1,5,0.2,8,29,0.276,0.279,0,2,0.0,15,23,38,2,3,4,3,15,19,0.56,2.71,27.24,4.86,0.71,1.29,0.14,0.29,0.0,0.5,0.0,-42.0,1.0
Armoni Brooks,25,BRK,PG,10,0,104,15,20.0,0.304,0.109,0.152,0.022,0.022,0.696,0.0,0.571,0.0,0.0,0.75,0.909,0.0,0,0.063,0.0,0,0,46,0.326,11,32,0.344,4,14,0.286,0.446,1,2,0.5,7,11,18,5,1,1,3,3,42,0.89,4.2,44.8,4.6,3.2,1.5,1.1,0.2,0.1,0.25,0.09,-21.0,2.0
Maxwell Lewis,21,LAL,SF,34,0,103,4,14.3,0.571,0.238,0.19,0.048,0.095,0.429,0.2,0.25,0.0,0.5,0.333,1.0,0.048,0,0.0,,0,0,21,0.19,1,9,0.111,3,12,0.25,0.214,2,3,0.667,2,2,4,6,2,1,10,5,11,0.43,0.32,24.64,0.62,0.26,0.12,0.03,0.09,0.06,0.67,0.0,-64.0,1.0
Harry Giles,25,2TM,C,23,0,100,23,12.5,0.72,0.36,0.26,0.06,0.04,0.28,0.667,0.462,0.333,0.5,0.7,1.0,0.12,5,0.357,0.2,0,0,50,0.46,3,14,0.214,20,36,0.556,0.49,7,13,0.538,12,18,30,6,2,3,6,15,56,0.98,2.43,50.25,2.17,0.61,1.0,0.13,0.57,0.3,0.3,0.0,-10.0,3.0
Olivier Sarr,24,OKC,C,15,0,98,11,8.9,0.684,0.579,0.105,0.0,0.0,0.316,0.818,0.0,,,0.889,1.0,0.263,5,0.5,0.667,0,0,19,0.579,2,6,0.333,9,13,0.692,0.632,10,15,0.667,10,26,36,2,0,7,3,18,34,1.26,2.27,66.41,1.27,0.4,0.73,0.13,1.0,0.67,0.11,0.0,-2.0,2.0
Jamaree Bouyea,24,2TM,PG,9,0,95,10,11.7,0.679,0.286,0.321,0.036,0.036,0.321,0.625,0.222,1.0,1.0,0.444,1.0,0.0,0,0.0,,1,0,28,0.357,1,9,0.111,9,19,0.474,0.375,0,0,,3,16,19,11,1,0,9,10,21,0.75,2.33,37.5,3.11,1.0,1.11,0.11,0.0,0.0,0.56,0.0,-47.0,1.0
Josh Minott,21,MIN,SF,32,0,91,17,9.1,0.722,0.444,0.278,0.0,0.0,0.278,0.625,0.3,,,0.615,1.0,0.139,4,0.3,0.333,0,0,36,0.472,4,10,0.4,13,26,0.5,0.528,12,14,0.857,4,13,17,8,5,5,2,10,50,1.06,1.56,59.3,1.12,0.31,0.53,0.12,0.44,0.38,0.38,0.0,-25.0,4.0
Chris Livingston,20,MIL,SF,21,0,90,11,7.9,0.773,0.545,0.227,0.0,0.0,0.227,0.667,0.4,,,0.5,1.0,0.045,1,0.6,0.333,0,0,22,0.5,1,5,0.2,10,17,0.588,0.523,3,4,0.75,3,18,21,5,2,0,5,15,26,1.05,1.24,54.71,1.05,0.24,0.52,0.05,0.19,0.14,0.5,0.0,-40.0,1.0
Cole Swider,24,MIA,SF,18,0,87,15,22.1,0.211,0.079,0.053,0.026,0.053,0.789,1.0,0.0,1.0,0.5,0.8,1.0,0.053,2,0.267,0.5,0,0,38,0.395,10,30,0.333,5,8,0.625,0.526,2,2,1.0,1,6,7,5,1,1,8,4,42,1.05,2.33,54.01,2.11,1.67,0.83,0.56,0.11,0.11,0.2,0.0,-15.0,10.0
Terquavion Smith,21,PHI,PG,16,0,84,18,18.2,0.385,0.192,0.115,0.0,0.077,0.615,0.6,0.0,,0.5,0.5,1.0,0.154,2,0.25,0.5,0,0,46,0.391,13,35,0.371,5,11,0.455,0.533,3,5,0.6,0,4,4,12,8,0,7,8,52,1.07,3.25,53.94,2.88,2.19,1.12,0.81,0.31,0.19,0.5,0.0,-45.0,13.0
Buddy Boeheim,24,DET,SF,10,0,84,9,21.1,0.239,0.174,0.022,0.022,0.022,0.761,0.625,0.0,0.0,0.0,0.2,0.846,0.043,2,0.086,0.333,0,0,29,0.31,8,25,0.32,1,4,0.25,0.448,8,10,0.8,3,7,10,3,0,1,0,5,34,0.9,3.4,50.9,2.9,2.5,0.9,0.8,1.0,0.8,0.8,0.15,-79.0,-7.0
Admiral Schofield,26,ORL,PF,23,0,84,10,23.9,0.138,0.034,0.034,0.034,0.034,0.862,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0.2,0.2,0,0,26,0.385,6,16,0.375,4,10,0.4,0.5,0,2,0.0,3,14,17,7,1,0,5,9,26,1.0,1.13,48.36,1.13,0.7,0.43,0.26,0.09,0.0,0.0,0.0,4.0,6.0
Jordan Walsh,19,BOS,SF,9,1,83,6,16.1,0.4,0.267,0.133,0.0,0.0,0.6,0.75,0.5,,,0.75,1.0,0.333,4,0.444,0.0,0,0,15,0.4,2,9,0.222,4,6,0.667,0.467,1,2,0.5,5,15,20,5,5,1,3,11,15,0.93,1.67,47.23,1.67,1.0,0.67,0.22,0.22,0.11,0.25,0.0,-21.0,2.0
James Bouknight,23,CHO,SG,14,0,81,18,15.5,0.485,0.242,0.212,0.0,0.03,0.515,0.75,0.429,,0.0,1.0,1.0,0.061,2,0.235,0.0,0,0,41,0.439,13,30,0.433,5,11,0.455,0.598,1,2,0.5,1,8,9,6,1,1,2,3,50,1.2,3.57,59.69,2.93,2.14,1.29,0.93,0.14,0.07,0.0,0.0,5.0,13.0
Jerome Robinson,26,GSW,SG,22,0,81,11,20.2,0.268,0.171,0.049,0.024,0.024,0.732,0.714,0.0,0.0,0.0,0.4,0.538,0.024,1,0.233,0.286,0,0,33,0.333,2,17,0.118,9,16,0.563,0.364,7,11,0.636,1,5,6,5,1,3,2,5,31,0.73,1.41,40.96,1.5,0.77,0.5,0.09,0.5,0.32,0.6,0.46,-51.0,-44.0
Wenyen Gabriel,26,MEM,PF,5,0,81,8,8.6,0.727,0.545,0.091,0.091,0.0,0.273,0.5,0.5,0.0,,0.714,1.0,0.136,2,0.5,0.333,0,0,22,0.364,1,6,0.167,7,16,0.438,0.386,0,5,0.0,7,18,25,3,2,2,8,10,17,0.77,3.4,35.12,4.4,1.2,1.6,0.2,1.0,0.0,0.29,0.0,-22.0,1.0
Ryan Rollins,21,2TM,PG,13,0,78,14,12.8,0.852,0.296,0.333,0.222,0.0,0.148,0.75,0.333,0.333,,0.091,0.667,0.0,0,0.25,1.0,0,0,27,0.519,3,4,0.75,11,23,0.478,0.574,13,17,0.765,2,11,13,14,10,3,8,8,44,1.15,3.38,63.81,2.08,0.31,1.08,0.23,1.31,1.0,0.91,0.33,-80.0,-30.0
R.J. Hampton,22,MIA,PG,8,2,76,4,17.0,0.429,0.143,0.143,0.143,0.0,0.571,0.5,0.5,0.5,,0.333,1.0,0.0,0,0.375,0.0,0,0,14,0.286,1,8,0.125,3,6,0.5,0.321,1,2,0.5,2,4,6,8,0,0,3,8,10,0.64,1.25,33.6,1.75,1.0,0.5,0.12,0.25,0.12,0.67,0.0,-64.0,1.0
Nate Hinton,24,HOU,SG,15,0,75,11,13.0,0.667,0.222,0.167,0.222,0.056,0.333,1.0,0.667,0.75,0.0,0.556,,0.056,1,0.333,0.0,0,0,26,0.423,7,14,0.5,4,12,0.333,0.558,4,5,0.8,7,15,22,10,3,2,3,11,33,1.12,2.2,58.51,1.73,0.93,0.73,0.47,0.33,0.27,0.44,,-40.0,
Wendell Moore Jr.,22,MIN,SG,25,0,75,9,16.0,0.462,0.269,0.115,0.0,0.077,0.538,0.429,0.333,,0.0,0.25,0.714,0.0,0,0.143,0.0,0,0,18,0.5,0,6,0.0,9,12,0.75,0.5,0,0,,0,12,12,6,5,1,4,5,18,1.0,0.72,50.0,0.72,0.24,0.36,0.0,0.0,0.0,0.75,0.29,-66.0,-29.0
Mouhamed Gueye,21,ATL,PF,6,0,73,8,11.6,0.609,0.348,0.217,0.043,0.0,0.391,0.5,0.2,0.0,,1.0,1.0,0.174,3,0.444,0.0,0,0,23,0.348,3,9,0.333,5,14,0.357,0.413,5,6,0.833,10,12,22,4,5,4,1,13,24,0.83,4.0,46.8,3.83,1.5,1.33,0.5,1.0,0.83,0.0,0.0,5.0,3.0
Isaiah Mobley,24,CLE,PF,10,0,72,10,12.3,0.583,0.375,0.167,0.042,0.0,0.417,0.778,0.0,0.0,,0.429,1.0,0.083,2,0.4,0.25,0,0,24,0.417,3,10,0.3,7,14,0.5,0.479,0,1,0.0,3,7,10,6,2,0,2,6,23,0.96,2.3,47.05,2.4,1.0,1.0,0.3,0.1,0.0,0.57,0.0,-50.0,3.0
Boban Marjanović,35,HOU,C,14,0,71,18,6.7,0.941,0.294,0.529,0.088,0.029,0.059,0.9,0.444,0.333,0.0,0.722,,0.206,7,0.0,,0,0,34,0.529,0,2,0.0,18,32,0.563,0.529,9,14,0.643,7,25,32,6,1,2,5,5,45,1.06,3.21,56.03,2.43,0.14,1.29,0.0,1.0,0.64,0.28,,-10.0,
Jason Preston,24,UTA,PG,7,0,71,6,9.9,0.842,0.105,0.579,0.158,0.0,0.158,0.5,0.273,0.667,,0.333,,0.0,0,0.333,0.0,0,0,19,0.316,0,3,0.0,6,16,0.375,0.316,0,0,,6,11,17,16,2,1,2,3,12,0.63,1.71,31.58,2.71,0.43,0.86,0.0,0.0,0.0,0.67,,-61.0,
Jett Howard,20,ORL,SF,18,0,67,10,23.7,0.167,0.033,0.067,0.033,0.033,0.833,0.0,1.0,1.0,0.0,1.0,0.714,0.0,0,0.08,0.0,0,0,30,0.333,7,25,0.28,3,5,0.6,0.45,2,4,0.5,1,6,7,6,2,2,3,4,29,0.9,1.61,45.65,1.67,1.39,0.56,0.39,0.22,0.11,0.0,0.29,3.0,-22.0
Kobi Simmons,26,TOR,PG,4,0,67,9,13.1,0.619,0.286,0.19,0.095,0.048,0.381,0.5,0.5,1.0,0.0,0.429,1.0,0.048,1,0.5,0.0,0,0,21,0.429,2,8,0.25,7,13,0.538,0.476,0,0,,1,6,7,12,6,2,1,5,20,0.95,5.0,47.62,5.25,2.0,2.25,0.5,0.0,0.0,0.57,0.0,-50.0,2.0
Adama Sanogo,21,CHI,PF,9,0,66,14,7.7,0.813,0.438,0.313,0.063,0.0,0.188,0.286,0.2,1.0,,0.5,1.0,0.063,1,0.333,1.0,0,0,27,0.519,0,0,,14,27,0.519,0.519,8,12,0.667,19,17,36,0,1,0,5,5,36,1.04,4.0,55.76,3.0,0.0,1.56,0.0,1.33,0.89,0.5,0.0,-36.0,0.0
Keyontae Johnson,23,OKC,SF,9,0,66,5,3.1,1.0,0.556,0.407,0.037,0.0,0.0,0.667,0.273,1.0,,0.5,,0.0,0,,,0,0,16,0.313,1,3,0.333,4,13,0.308,0.344,0,0,,4,6,10,4,1,0,4,5,11,0.69,1.22,34.38,1.78,0.33,0.56,0.11,0.0,0.0,0.5,,-46.0,
Amari Bailey,19,CHO,PG,10,0,65,8,14.2,0.579,0.0,0.579,0.0,0.0,0.421,,0.455,,,0.8,1.0,0.0,0,0.625,0.4,0,0,24,0.333,1,8,0.125,7,16,0.438,0.354,6,7,0.857,6,3,9,7,3,0,4,2,23,0.71,2.3,42.47,2.4,0.8,0.8,0.1,0.7,0.6,0.2,0.0,-13.0,1.0
Robin Lopez,35,MIL,C,16,2,65,7,13.5,0.667,0.333,0.042,0.167,0.125,0.333,0.5,1.0,0.25,0.333,0.286,1.0,0.125,2,0.125,1.0,0,0,19,0.368,2,8,0.25,5,11,0.455,0.421,2,2,1.0,3,2,5,4,1,3,2,7,18,0.84,1.12,45.27,1.19,0.5,0.44,0.12,0.12,0.12,0.71,0.0,-66.0,2.0
Moussa Diabaté,22,LAC,C,11,0,64,10,3.2,1.0,0.579,0.368,0.053,0.0,0.0,0.727,0.286,0.0,,0.5,,0.316,4,,,0,0,19,0.526,0,0,,10,19,0.526,0.526,9,14,0.643,15,9,24,4,5,1,2,4,29,1.05,2.64,57.63,1.73,0.0,0.91,0.0,1.27,0.82,0.5,,-40.0,
Jack White,26,MEM,SF,4,0,64,2,17.1,0.375,0.25,0.063,0.063,0.0,0.625,0.0,0.0,0.0,,,1.0,0.0,0,0.2,0.0,0,0,16,0.125,2,10,0.2,0,6,0.0,0.188,0,0,,4,8,12,1,4,1,2,3,6,0.38,1.5,18.75,4.0,2.5,0.5,0.5,0.0,0.0,,0.0,,2.0
Kendall Brown,20,IND,SG,15,0,63,8,7.0,0.867,0.4,0.333,0.133,0.0,0.133,0.667,0.8,0.0,,0.75,,0.2,3,0.5,0.0,0,0,15,0.533,0,2,0.0,8,13,0.615,0.533,5,8,0.625,3,2,5,5,0,0,2,9,21,1.07,1.4,56.7,1.0,0.13,0.53,0.0,0.53,0.33,0.25,,-17.0,
Ish Wainright,29,2TM,SF,11,0,62,7,21.7,0.167,0.0,0.125,0.042,0.0,0.833,,0.0,0.0,,,1.0,0.0,0,0.25,0.6,0,0,24,0.292,7,20,0.35,0,4,0.0,0.438,2,2,1.0,3,11,14,1,4,1,2,8,23,0.88,2.09,46.22,2.18,1.82,0.64,0.64,0.18,0.18,,0.0,,7.0
Keon Johnson,21,BRK,SG,5,0,61,8,17.5,0.524,0.19,0.095,0.048,0.19,0.476,0.5,0.5,0.0,0.25,0.75,1.0,0.048,1,0.1,1.0,0,0,21,0.381,4,10,0.4,4,11,0.364,0.476,11,12,0.917,3,4,7,3,3,1,5,5,31,0.95,6.2,58.98,4.2,2.0,1.6,0.8,2.4,2.2,0.25,0.0,-21.0,4.0
Braxton Key,26,DEN,SF,20,0,60,7,10.2,0.706,0.412,0.235,0.0,0.059,0.294,0.429,0.25,,1.0,1.0,1.0,0.0,0,0.2,0.0,0,0,17,0.412,2,5,0.4,5,12,0.417,0.471,6,8,0.75,3,15,18,9,2,1,1,5,22,0.94,1.1,53.61,0.85,0.25,0.35,0.1,0.4,0.3,0.0,0.0,5.0,2.0
Jermaine Samuels,25,HOU,SF,14,0,60,9,5.6,0.857,0.5,0.357,0.0,0.0,0.143,0.857,0.6,,,0.556,,0.071,1,1.0,0.0,0,0,14,0.643,0,2,0.0,9,12,0.75,0.643,2,2,1.0,3,10,13,3,1,2,0,5,20,1.29,1.43,67.2,1.0,0.14,0.64,0.0,0.14,0.14,0.44,,-35.0,
Colin Castleton,23,LAL,C,16,0,59,9,3.6,1.0,0.5,0.438,0.063,0.0,0.0,0.625,0.429,1.0,,0.667,,0.188,3,,,0,0,16,0.563,0,0,,9,16,0.563,0.563,6,6,1.0,6,6,12,3,2,0,3,11,24,1.12,1.5,64.38,1.0,0.0,0.56,0.0,0.38,0.38,0.33,,-24.0,
TyTy Washington Jr.,22,MIL,PG,11,0,56,6,17.5,0.7,0.05,0.2,0.1,0.35,0.3,1.0,0.25,0.5,0.143,0.5,1.0,0.0,0,0.167,1.0,0,0,20,0.3,2,6,0.333,4,14,0.286,0.35,0,0,,1,4,5,5,3,0,2,1,14,0.7,1.27,35.0,1.82,0.55,0.55,0.18,0.0,0.0,0.5,0.0,-46.0,2.0
Dereon Seabron,23,NOP,SG,6,0,55,4,7.9,0.846,0.385,0.231,0.231,0.0,0.154,0.4,0.0,0.333,,0.0,1.0,0.0,0,0.5,0.0,0,0,13,0.308,1,2,0.5,3,11,0.273,0.346,5,6,0.833,1,6,7,5,2,1,0,4,14,0.69,2.33,44.76,2.17,0.33,0.67,0.17,1.0,0.83,1.0,0.0,-97.0,1.0
Juan Toscano-Anderson,30,SAC,SF,11,0,53,3,9.7,0.667,0.417,0.25,0.0,0.0,0.333,0.4,0.0,,,1.0,1.0,0.083,1,0.75,0.333,0,0,12,0.25,1,4,0.25,2,8,0.25,0.292,0,0,,4,10,14,4,1,1,2,11,7,0.58,0.64,29.17,1.09,0.36,0.27,0.09,0.0,0.0,0.0,0.0,2.0,1.0
Leonard Miller,20,MIN,SF,17,0,52,13,10.5,0.75,0.45,0.1,0.1,0.1,0.25,0.778,0.5,0.5,1.0,0.636,1.0,0.0,0,0.4,0.5,0,0,20,0.65,2,5,0.4,11,15,0.733,0.7,1,2,0.5,5,15,20,8,2,1,1,5,29,1.4,1.71,69.44,1.18,0.29,0.76,0.12,0.12,0.06,0.36,0.0,-25.0,2.0
Seth Lundy,23,ATL,SF,9,0,52,4,21.1,0.235,0.059,0.118,0.0,0.059,0.765,0.0,0.0,,1.0,1.0,1.0,0.0,0,0.308,0.25,0,0,17,0.235,3,13,0.231,1,4,0.25,0.324,3,4,0.75,1,6,7,0,0,0,1,6,14,0.65,1.56,37.31,1.89,1.44,0.44,0.33,0.44,0.33,0.0,0.0,1.0,3.0
David Duke Jr.,24,SAS,SG,4,0,51,10,12.6,0.667,0.333,0.167,0.056,0.111,0.333,0.833,0.333,0.0,0.5,0.714,1.0,0.0,0,0.333,0.5,0,0,18,0.556,3,6,0.5,7,12,0.583,0.639,3,3,1.0,2,8,10,5,2,0,3,4,26,1.28,6.5,67.29,4.5,1.5,2.5,0.75,0.75,0.75,0.29,0.0,-22.0,3.0
Daishen Nix,21,MIN,PG,15,0,50,9,19.3,0.292,0.083,0.208,0.0,0.0,0.708,1.0,0.2,,,0.333,0.667,0.042,1,0.176,0.0,0,0,24,0.375,6,17,0.353,3,7,0.429,0.5,3,6,0.5,1,2,3,6,5,0,5,2,27,1.0,1.8,50.68,1.6,1.13,0.6,0.4,0.4,0.2,0.67,0.33,-64.0,-27.0
Jay Huff,25,DEN,C,20,0,49,9,16.8,0.4,0.267,0.133,0.0,0.0,0.6,1.0,1.0,,,1.0,1.0,0.067,1,0.0,,0,0,15,0.6,3,9,0.333,6,6,1.0,0.7,2,2,1.0,2,9,11,2,2,3,1,9,23,1.4,1.15,72.42,0.75,0.45,0.45,0.15,0.1,0.1,0.0,0.0,6.0,3.0
Hunter Tyson,23,DEN,PF,18,0,48,8,20.9,0.3,0.1,0.05,0.05,0.1,0.7,0.5,1.0,0.0,1.0,1.0,1.0,0.05,1,0.071,1.0,0,0,20,0.4,4,14,0.286,4,6,0.667,0.5,0,0,,1,8,9,2,1,0,2,10,20,1.0,1.11,50.0,1.11,0.78,0.44,0.22,0.0,0.0,0.0,0.0,4.0,4.0
James Johnson,36,IND,PF,9,0,47,3,11.1,0.8,0.2,0.4,0.2,0.0,0.2,1.0,0.25,0.0,,0.333,,0.2,2,0.0,,0,0,10,0.3,0,2,0.0,3,8,0.375,0.3,2,2,1.0,1,3,4,8,5,1,5,9,8,0.6,0.89,36.76,1.11,0.22,0.33,0.0,0.22,0.22,0.67,,-64.0,
DaQuan Jeffries,26,NYK,SG,17,0,46,6,18.1,0.412,0.059,0.176,0.176,0.0,0.588,1.0,0.667,0.333,,1.0,1.0,0.0,0,0.4,0.25,0,0,17,0.353,2,10,0.2,4,7,0.571,0.412,0,2,0.0,0,5,5,5,0,1,3,2,14,0.82,0.82,39.15,1.0,0.59,0.35,0.12,0.12,0.0,0.0,0.0,4.0,2.0
Ryan Arcidiacono,29,NYK,PG,20,0,45,0,26.3,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,0.0,0,0.0,,0,0,6,0.0,0,6,0.0,0,0,,0.0,0,0,,0,8,8,4,2,0,2,5,0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,,,,
Frank Ntilikina,25,CHO,PG,5,0,43,1,24.2,0.111,0.0,0.0,0.0,0.111,0.889,,,,0.0,,1.0,0.0,0,0.375,0.0,0,0,9,0.111,1,8,0.125,0,1,0.0,0.167,2,2,1.0,1,5,6,4,0,0,1,4,5,0.33,1.0,25.3,1.8,1.6,0.2,0.2,0.4,0.4,,0.0,,1.0
Oscar Tshiebwe,24,IND,PF,8,0,42,10,5.0,1.0,0.35,0.55,0.0,0.1,0.0,0.571,0.455,,0.5,0.8,,0.1,2,,,0,0,20,0.5,0,0,,10,20,0.5,0.5,6,8,0.75,8,8,16,2,2,1,0,3,26,1.0,3.25,55.27,2.5,0.0,1.25,0.0,1.0,0.75,0.2,,-10.0,
D'Moi Hodge,25,LAL,SG,7,0,41,5,21.8,0.2,0.133,0.0,0.0,0.067,0.8,0.5,,,1.0,1.0,1.0,0.0,0,0.25,0.333,0,0,15,0.333,3,12,0.25,2,3,0.667,0.433,1,2,0.5,0,0,0,5,1,1,1,4,14,0.87,2.0,44.08,2.14,1.71,0.71,0.43,0.29,0.14,0.0,0.0,2.0,3.0
Taze Moore,25,POR,SG,4,0,40,8,8.5,0.727,0.636,0.091,0.0,0.0,0.273,0.571,0.0,,,0.75,1.0,0.273,2,0.0,,0,0,19,0.421,1,7,0.143,7,12,0.583,0.447,1,2,0.5,4,4,8,5,2,0,3,4,18,0.89,4.5,45.27,4.75,1.75,2.0,0.25,0.5,0.25,0.25,0.0,-18.0,1.0
Greg Brown III,22,DAL,PF,6,0,40,5,11.9,0.632,0.368,0.211,0.0,0.053,0.368,1.0,0.0,,0.0,0.429,1.0,0.105,2,0.286,0.0,0,0,11,0.455,1,3,0.333,4,8,0.5,0.5,4,9,0.444,3,6,9,4,0,4,4,5,15,1.0,2.5,50.13,1.83,0.5,0.83,0.17,1.5,0.67,0.57,0.0,-53.0,1.0
Alex Fudge,20,2TM,SF,6,0,40,6,12.6,0.667,0.333,0.2,0.067,0.067,0.333,0.6,0.333,1.0,0.0,0.4,1.0,0.2,2,0.6,0.333,0,0,15,0.4,1,5,0.2,5,10,0.5,0.433,2,2,1.0,4,1,5,0,3,0,2,2,15,0.87,2.5,47.23,2.5,0.83,1.0,0.17,0.33,0.33,0.6,0.0,-55.0,1.0
RaiQuan Gray,24,SAS,PF,3,0,39,10,19.2,0.417,0.083,0.167,0.0,0.167,0.583,1.0,0.0,,0.5,1.0,1.0,0.0,0,0.143,0.0,0,0,17,0.588,3,7,0.429,7,10,0.7,0.676,0,0,,2,5,7,6,1,1,1,0,23,1.35,7.67,67.65,5.67,2.33,3.33,1.0,0.0,0.0,0.0,0.0,7.0,3.0
JD Davison,21,BOS,SG,8,0,39,5,12.8,0.588,0.235,0.353,0.0,0.0,0.412,0.75,0.667,,,0.571,1.0,0.059,1,0.143,0.0,0,0,12,0.417,3,7,0.429,2,5,0.4,0.542,3,4,0.75,2,8,10,10,1,1,2,4,16,1.08,2.0,58.14,1.5,0.88,0.62,0.38,0.5,0.38,0.43,0.0,-41.0,3.0
Jacob Toppin,23,NYK,SF,9,0,38,5,14.1,0.556,0.222,0.222,0.0,0.111,0.444,1.0,0.5,,1.0,0.75,1.0,0.333,3,0.25,0.0,0,0,9,0.556,1,4,0.25,4,5,0.8,0.611,2,2,1.0,3,4,7,3,0,1,1,3,13,1.22,1.44,65.79,1.0,0.44,0.56,0.11,0.22,0.22,0.25,0.0,-21.0,1.0
Jalen Slawson,24,SAC,SF,12,0,37,4,11.1,0.667,0.5,0.0,0.167,0.0,0.333,1.0,,1.0,,0.75,,0.167,1,0.0,,0,0,6,0.667,0,2,0.0,4,4,1.0,0.667,0,0,,1,6,7,2,1,1,2,8,8,1.33,0.67,66.67,0.5,0.17,0.33,0.0,0.0,0.0,0.25,,-21.0,
Charlie Brown Jr.,26,NYK,SG,8,0,37,2,19.0,0.3,0.1,0.2,0.0,0.0,0.7,0.0,0.0,,,,1.0,0.0,0,0.286,0.5,0,0,10,0.2,2,7,0.286,0,3,0.0,0.3,0,0,,1,1,2,0,0,2,2,5,6,0.6,0.75,30.0,1.25,0.88,0.25,0.25,0.0,0.0,,0.0,,2.0
D.J. Carton,23,TOR,SG,4,0,36,3,14.4,0.5,0.25,0.25,0.0,0.0,0.5,0.5,0.5,,,0.5,1.0,0.0,0,0.75,0.333,0,0,8,0.375,1,4,0.25,2,4,0.5,0.438,4,5,0.8,2,2,4,3,1,0,1,3,11,0.88,2.75,53.92,2.0,1.0,0.75,0.25,1.25,1.0,0.5,0.0,-48.0,1.0
Dexter Dennis,24,DAL,SG,4,0,30,10,14.3,0.579,0.316,0.053,0.105,0.105,0.421,1.0,1.0,0.5,0.5,0.444,1.0,0.053,1,0.0,,0,0,19,0.526,1,8,0.125,9,11,0.818,0.553,1,3,0.333,1,8,9,4,0,1,3,1,22,1.11,5.5,54.13,4.75,2.0,2.5,0.25,0.75,0.25,0.56,0.0,-47.0,1.0
Henri Drell,23,CHI,SF,4,0,30,4,16.5,0.4,0.1,0.3,0.0,0.0,0.6,1.0,0.333,,,0.0,1.0,0.0,0,0.333,0.5,0,0,10,0.4,2,6,0.333,2,4,0.5,0.5,1,2,0.5,1,3,4,4,2,1,2,6,11,1.0,2.75,50.55,2.5,1.5,1.0,0.5,0.5,0.25,1.0,0.0,-98.0,2.0
Jordan Miller,24,LAC,SF,8,0,28,5,9.2,0.778,0.556,0.0,0.111,0.111,0.222,0.8,,0.0,0.0,0.0,1.0,0.222,2,1.0,0.5,0,0,9,0.556,1,2,0.5,4,7,0.571,0.611,2,2,1.0,3,2,5,0,0,0,1,2,13,1.22,1.62,65.79,1.12,0.25,0.62,0.12,0.25,0.25,1.0,0.0,-96.0,1.0
Mason Jones,25,SAC,SG,5,0,28,2,24.4,0.125,0.0,0.0,0.125,0.0,0.875,,,0.0,,,1.0,0.0,0,0.143,0.0,0,0,8,0.25,2,7,0.286,0,1,0.0,0.375,1,2,0.5,1,4,5,5,1,0,2,3,7,0.75,1.4,39.41,1.6,1.4,0.4,0.4,0.4,0.2,,0.0,,2.0
Pete Nance,23,CLE,PF,8,0,27,1,10.2,0.833,0.333,0.167,0.333,0.0,0.167,0.0,0.0,0.0,,,1.0,0.0,0,0.0,,0,0,6,0.167,1,1,1.0,0,5,0.0,0.25,0,2,0.0,0,3,3,0,1,0,1,2,3,0.5,0.38,21.8,0.75,0.12,0.12,0.12,0.25,0.0,,0.0,,1.0
Pat Spencer,27,GSW,PG,6,0,26,2,15.6,0.5,0.25,0.25,0.0,0.0,0.5,1.0,1.0,,,0.5,,0.25,1,0.0,,0,0,4,0.5,0,2,0.0,2,2,1.0,0.5,0,0,,2,2,4,5,0,0,1,1,4,1.0,0.67,50.0,0.67,0.33,0.33,0.0,0.0,0.0,0.5,,-48.0,
Mamadi Diakite,27,2TM,PF,6,0,24,4,17.6,0.4,0.0,0.4,0.0,0.0,0.6,,0.5,,,1.0,,0.0,0,0.333,0.0,0,0,6,0.667,0,1,0.0,4,5,0.8,0.667,4,6,0.667,1,3,4,2,1,1,1,2,12,1.33,2.0,69.44,1.0,0.17,0.67,0.0,1.0,0.67,0.0,,4.0,
Dariq Whitehead,19,BRK,SF,2,0,24,1,15.1,0.833,0.5,0.333,0.0,0.0,0.167,0.667,1.0,,,1.0,,0.167,1,0.0,,0,0,5,0.2,0,3,0.0,1,2,0.5,0.2,1,2,0.5,0,4,4,3,0,1,0,0,3,0.4,1.5,25.51,2.5,1.5,0.5,0.0,1.0,0.5,0.0,,1.0,
